plot_id  | movie_id | contents
51|tt0107290|On Isla Nublar, a new park has just been built with genetically engineered dinosaurs. Tragedy strikes when one of the workers is killed by a velociraptor. The founder of the park, John Hammond, (Richard Attenborough) requests Paleontologist Dr. Alan Grant (Sam Neil) and his assistant, Dr. Ellie Sattler (Laura Dern) to come to the park and ensure that it is safe. Also joining them are Hammonds lawyer Donald Gennaro (Martin Ferrero) and chaos theorist Dr. Ian Malcolm (Jeff Goldblum). When they reach the island, they are amazed to discover that Hammond has created living dinosaurs. However, at the same time they all have their doubts. Later, Hammonds grandchildren Lex and Tim (Ariana Richards and Joseph Mazzello) join the group in a tour of the park. Sattler leaves the tour to take care of an ill triceratops. Soon the power in the park is shut down by computer systems geek Dennis Nedry (Wayne Knight) who wishes to steal embryos from the park to sell to a secret buyer. In the process, many dinosaurs escape their paddocks, including the deadly Tyrannosaurus Rex, who, during a thunderstorm, escapes his paddock x26; attacks the children, and eats Gennaro. Malcolm is injured x26; Grant and the children are then lost in the park. Meanwhile, Hammond, Sattler and the rest of the operations team learn that Nedry (who in the meantime has been killed) has locked up the computer system to cover his tracks. They attempt to get power back in the park in order to escape the island. After shutting down the system, then restoring it, the group realizes that velociraptors are also on the loose, x26; are now on the hunt for the visitors.
52|tt0107290|Scientists develop a means of bringing dinosaurs to life using DNA taken from dino blood, which has been preserved inside insects encased in amber. Whilst Hammond is showing off his dinosaur theme park to a selected audience [a lawyer (Gerrano), mathematician (Malcolm), dino expert (Grant), paleobotanist (Sattler) and his grandchildren (Tim x26; Lex)], Nedry (computer expert) disables the security system so that he can make his escape with some stolen embryos. This enables all the dinosaurs to escape their enclosures...
53|tt0107290|On a remote island, a wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening the attraction to the public, he invites a top paleontologist, a paleobotanist, a mathematician/theorist, and his two eager grandchildren to experience the park -- and help calm anxious investors. However, their park visit is anything but tranquil as the parks security system breaks down, the prehistoric creatures break out, and the excitement builds to surprising results.
54|tt1055369|A youth chooses manhood. The week Sam Witwicky starts college, the Decepticons make trouble in Shanghai. A presidential envoy believes its because the Autobots are around; he wants them gone. Hes wrong: the Decepticons need access to Sams mind to see some glyphs imprinted there that will lead them to a fragile object that, when inserted in an alien machine hidden in Egypt for centuries, will give them the power to blow out the sun. Sam, his girlfriend Mikaela Banes, and Sams parents are in danger. Optimus Prime and Bumblebee are Sams principal protectors. If one of them goes down, what becomes of Sam?
55|tt1201607|The final chapter begins as Harry, Ron, and Hermione continue their quest of finding and destroying the Dark Lords three remaining Horcruxes, the magical items responsible for his immortality. But as the mystical Deathly Hallows are uncovered, and Voldemort finds out about their mission, the biggest battle begins and life as they know it will never be the same again.
56|tt0266543|A clown fish named Marlin lives in the Great Barrier Reef loses his son, Nemo. After he ventures into the open sea, despite his fathers constant warnings about many of the oceans dangers. Nemo is abducted by a boat and netted up and sent to a dentists office in Sydney. So, while Marlin ventures off to try to retrieve Nemo, Marlin meets a fish named Dory, a blue tang suffering from short-term memory loss. The companions travel a great distance, encountering various dangerous sea creatures such as sharks, anglerfish and jellyfish, in order to rescue Nemo from the dentists office, which is situated by Sydney Harbor. While the two are doing this, Nemo and the other sea animals in the dentists fish tank plot a way to return to Sydney Harbor to live their lives free again.
57|tt0266543|When his son, Nemo is taken from him by a diver, Marlin the clown fish sets off on a journey to rescue him. Together with Dory, a blue tang fish with short term memory loss, they set off through the oceans, whilst joining a club with sharks, dodging jellyfish, and hooking a ride with turtles. Whilst this is happening, Nemo and his new tank friends hatch a plan to escape from their new home.
58|tt0266543|Marlin (a clown fish) is a widower who only has his son Nemo left of his family after a predator attack. Years later, on Nemos first day of school, hes captured by a scuba diver and taken to live in a dentist offices fish tank. Marlin and his new absent-minded friend Dory set off across the ocean to find Nemo, while Nemo and his tank mates scheme on how to get out of the tank before he becomes the dentists nieces new pet.
59|tt0266543|A tale which follows the comedic and eventful journeys of two fish, the fretful Marlin and his young son Nemo, who are separated from each other in the Great Barrier Reef when Nemo is unexpectedly taken from his home and thrust into a fish tank in a dentists office overlooking Sydney Harbor. Buoyed by the companionship of a friendly but forgetful fish named Dory, the overly cautious Marlin embarks on a dangerous trek and finds himself the unlikely hero of an epic journey to rescue his son. Meanwhile, the young Nemo hatches a few daring plans of his own to return home safely.
60|tt0266543|A father-son underwater adventure about a fish and his son Nemo, a boy clown fish, who is stolen from his home in the Great Barrier Reef, Australia, and taken to a fish tank in a dentists office in Sydney. His timid father and a blue tang fish named Dory with short-term memory loss must follow the East Australian current in order to get to Sydney and take Nemo home.
61|tt0121766|It is three years after the Clone Wars. The leader of the droid army, General Grievous, has captured Chancellor Palpatine on board his ship, the Invisible Hand. Jedi Master Obi-Wan Kenobi and Jedi Knight Anakin Skywalker must fly through Coruscant safely, and enter the Invisible Hand so that they can rescue the captive Chancellor. Just when Palpatine is about to be released, Count Dooku shows up. Obi-Wan and Anakin both battle it out with him, but Obi-Wan ends up unconscious. Anakin slices off his head and kills him. Anakin carries Obi-Wan, and Palpatine follows him. They meet General Grievous face to face, and Anakin tries to fly the last half of the ship so that they can safely land on Coruscant. Later, Palpatine starts acting strange, constantly manipulating Anakin into believing that the Jedi Council is against him. Eventually, it is found out that he is the Dark Lord of the Sith. Jedi Master Mace Windu fights him, along with three other Jedi that accompany Windu. They all fail. Anakin becomes Darth Vader, believing that he can save Padme from death by becoming evil. After a fierce battle between Obi-Wan and Anakin, Anakin gets fried by the lava at Mustafar. Palpatine takes him to a medical facility, where he gets fake legs and a fake arm attached to him, along with a breath mask, and a helmet. And thus, Darth Vader was born... the Death Star is shown under construction, a weapon of mass destruction that is sure to be used in the future.
